id,category,name,latitude,longitude,rating,numberOfReviews,lowerPrice,upperPrice,rawRanking,website,cuisine,features,phone,locationString,source
19094962,hotel,Lorian Safari Camp,-1.395181,35.11806,5.0,66,76342.0,85977.0,4.179927825927734,https://loriansafaricamp.com/,N/A,"Internet, Suites, Free Internet, Wheelchair access, Restaurant, Bar/Lounge, Wifi, Breakfast included, Kids Activities, Room service, Free parking, Spa, Airport transportation, Free Wifi, Laundry Service, Family Rooms, Safe, Private Balcony, Breakfast Available, Housekeeping, Bath / Shower, Bottled Water, 24-Hour Check-in, Complimentary Tea, Couples Massage, Desk, English, Extra Long Beds, Facial Treatments, First Aid Kit, Foot Massage, Complimentary Instant Cofffee, Complimentary Welcome Drink, French, 24-Hour Front Desk, Full Body Massage, Hammam, Hand Massage, Happy Hour, Head Massage, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Landmark View, Laptop Safe, Massage, Massage Chair, Neck Massage, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Picnic Area, Pool View, Private Bathrooms, Seating Area, Special Diet Menus, Sun Loungers / Beach Chairs, Swahili, Tamil, Taxi Service, VIP Room Facilities, Wake Up Service / Alarm Clock, Walk-in Shower, Walking Tours, Wardrobe / Closet, Wine / Champagne",+254 768 930718,"Maasai Mara National Reserve, Rift Valley Province",
4071947,hotel,Mara River Camp,-1.207258,35.04102,5.0,146,56330.0,94871.0,4.610366344451904,http://www.mararivercamp.co.ke,N/A,"Internet, Free Internet, Free parking, Restaurant, Bar/Lounge, Airport transportation, Breakfast included, Non-smoking rooms, Laundry Service, Family Rooms, Baggage Storage, Pool, Wifi, Non-smoking hotel, Safe, Outdoor pool, BBQ Facilities, Board Games / Puzzles, Currency Exchange, Gift Shop, Hiking, Ironing Service, Kids' Meals, Outdoor Furniture, Secured Parking, Shoeshine, Special Diet Menus, VIP Room Facilities",+254 732 302277,"Maasai Mara National Reserve, Rift Valley Province",
12556404,hotel,Talek Bush Camp,-1.439482,35.207672,4.5,73,17047.0,29647.0,3.8818106651306152,http://talekcamp.com/,N/A,"Internet, Free parking, Airport transportation, Public Wifi, Multilingual Staff, Housekeeping, Shuttle Bus Service, Room service, Free Internet, Restaurant, Pets Allowed, Wifi, Meeting rooms, Non-smoking rooms, Laundry Service, Family Rooms, Smoking rooms available, Non-smoking hotel, Safe, Breakfast Available, Parking, Allergy-free Room, Arabic, Baggage Storage, Bath / Shower, BBQ Facilities, Bottled Water, Car Hire, Express Check-in / Check-out, Clothes Rack, Complimentary Tea, Convenience Store, Currency Exchange, Desk, English, Fence Around Pool, Fireplace, First Aid Kit, Complimentary Instant Cofffee, Complimentary Toiletries, Complimentary Welcome Drink, 24-Hour Front Desk, Hiking, Mosquito Net, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Picnic Area, Private Check-in / Check-out, Seating Area, 24-Hour Security, Secured Parking, Shared Lounge / TV Area, Shared Bathroom, Sun Loungers / Beach Chairs, Sun Terrace, Swahili, Taxi Service, Umbrella, Wake Up Service / Alarm Clock",+254 795411194,"Maasai Mara National Reserve, Rift Valley Province",
5993744,hotel,Kandili Camps,-1.237555,35.088303,5.0,300,64927.0,102431.0,4.809572219848633,http://www.kandilicamp.com/,N/A,"Internet, Free parking, Restaurant, Bar/Lounge, Airport transportation, Breakfast included, Laundry Service",+254 (0) 748 152968,"Maasai Mara National Reserve, Rift Valley Province",
563539,hotel,Governors' Camp,-1.298891,35.039246,5.0,1267,150756.0,240142.0,4.7720794677734375,https://www.governorscamp.com/safari-camps/governors-camp/,N/A,"Internet, Free Internet, Restaurant, Bar/Lounge, Airport transportation, Breakfast included, Non-smoking rooms, Laundry Service, Multilingual Staff, Breakfast Buffet, Private Balcony, Bath / Shower, Bathrobes, Clothes Rack, Desk, English, Complimentary Toiletries, Gift Shop, Kids' Meals, Outdoor Fireplace, Seating Area, Sun Terrace, Wake Up Service / Alarm Clock, Family Rooms, Accessible rooms, Breakfast Available, Parking, Free airport transportation, Housekeeping, Kids Club, Blackout Curtains, Bottled Water, Complimentary Tea, Facial Treatments, First Aid Kit, Foot Massage, Complimentary Instant Cofffee, Complimentary Welcome Drink, 24-Hour Front Desk, Full Body Massage, Hair Dryer, Head Massage, Manicure, Massage, Neck Massage, Outdoor Dining Area, Outdoor Furniture, Pedicure, Private Bathrooms, Secured Parking, Special Diet Menus, Walk-in Shower, Wine / Champagne",011254202734000,"Maasai Mara National Reserve, Rift Valley Province",
25348962,hotel,JW Marriott Masai Mara Lodge,-1.458749,35.22431,5.0,44,342573.0,668841.0,4.088512420654297,https://www.marriott.com/en-us/hotels/nbomj-jw-marriott-masai-mara-lodge/overview/,N/A,"Pool, Suites, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Free Wifi, Dry Cleaning, Meeting rooms, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Accessible rooms, Minibar, Non-smoking hotel, Safe, Breakfast Buffet, Poolside Bar, Private Balcony, Outdoor pool, Breakfast Available, Facilities for Disabled Guests, Housekeeping, Sauna, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Body Wrap, Bottled Water, Breakfast in the Room, 24-Hour Check-in, Clothes Rack, Coffee / Tea Maker, Couples Massage, Desk, Electric Kettle, English, Facial Treatments, First Aid Kit, Foot Massage, Complimentary Toiletries, 24-Hour Front Desk, Full Body Massage, Gift Shop, Hair Dryer, Hand Massage, Head Massage, Iron, Ironing Service, Landmark View, Laptop Safe, Massage, Mosquito Net, Neck Massage, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Pedicure, Pool with View, Private Bathrooms, Seating Area, 24-Hour Security, Sofa, Steam Room, Sun Deck, Sun Loungers / Beach Chairs, Telephone, Umbrella, Wake Up Service / Alarm Clock, Walk-in Shower, Walking Tours, Wardrobe / Closet, Whirlpool Bathtub, Wine / Champagne",18446310595,"Maasai Mara National Reserve, Rift Valley Province",
670746,hotel,Little Governors' Camp,-1.280642,35.03516,5.0,646,185443.0,301512.0,4.781050682067871,http://www.governorscamp.com/,N/A,"Internet, Free Internet, Restaurant, Bar/Lounge, Airport transportation, Breakfast included, Laundry Service, Breakfast Buffet, Private Balcony, Housekeeping, Bath / Shower, Clothes Rack, English, Complimentary Toiletries, Gift Shop, Ironing Service, Special Diet Menus, Wake Up Service / Alarm Clock, Multilingual Staff, Baggage Storage, Bathrobes, Breakfast in the Room, Desk, First Aid Kit, Outdoor Fireplace, Seating Area, 24-Hour Security, Sun Terrace, Swahili",011254202734000,"Maasai Mara National Reserve, Rift Valley Province",
7195107,hotel,Jambo Mara Safari Lodge,-1.594315,35.384075,3.5,111,24014.0,35428.0,3.293914318084717,http://www.jambomara.com,N/A,"Pool, Internet, Free parking, Restaurant, Wifi, Public Wifi, Meeting rooms, Concierge, Banquet Room, Multilingual Staff, Breakfast Available, Housekeeping, Suites, Free Internet, Wheelchair access, Bar/Lounge, Breakfast included, Non-smoking rooms, Business center, Fitness center, Laundry Service, Family Rooms, Accessible rooms, Non-smoking hotel, Breakfast Buffet, Allergy-free Room, BBQ Facilities, Breakfast in the Room, Car Hire, Ironing Service, Picnic Area, Shared Lounge / TV Area, Shoeshine, Soundproof Rooms, Special Diet Menus, Sun Terrace, Vending Machine",+254712090133,"Maasai Mara National Reserve, Rift Valley Province",
305101,hotel,Mara Serena Safari Lodge,-1.402348,35.026306,4.5,1374,41061.0,71598.0,4.558624267578125,https://www.serenahotels.com/mara,N/A,"Wifi, Pool, Internet, Suites, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Dry Cleaning, Meeting rooms, Non-smoking rooms, Fitness center, Laundry Service, Concierge, Family Rooms, Multilingual Staff, Conference Facilities, Breakfast Buffet, Private Balcony, Outdoor pool, Housekeeping, Bath / Shower, Complimentary Toiletries, Full Body Massage, Gift Shop, Ironing Service, Kid-Friendly Buffet, Outdoor Fireplace, Pool / Beach Towels, Pool with View, 24-Hour Security, Shared Lounge / TV Area, Shops, Snack Bar, Sun Loungers / Beach Chairs, Sun Terrace, Non-smoking hotel, Breakfast Available, Baggage Storage, Breakfast in the Room, Complimentary Tea, Currency Exchange, Desk, Fitness / Spa Locker Rooms, Complimentary Instant Cofffee, Complimentary Welcome Drink, Game Room, Head Massage, Highchairs Available, Hiking, Indoor Play Area for Children, Infirmary, Manicure, Massage, Mosquito Net, Outdoor Furniture, Pedicure, Seating Area, Shoeshine, Special Diet Menus, Telephone, VIP Room Facilities, Wake Up Service / Alarm Clock, Walking Tours, Wine / Champagne",+254 732 123333,"Maasai Mara National Reserve, Rift Valley Province",
1871878,hotel,Ashnil Mara Camp,-1.465271,35.04386,4.5,1126,33501.0,62852.0,4.516483306884766,https://www.ashnilhotels.com/mara/,N/A,"Pool, Restaurant, Internet, Free parking, Wheelchair access, Bar/Lounge, Airport transportation, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Lazy River, Breakfast Buffet, Private Balcony, Outdoor pool, Baggage Storage, Bath / Shower, Currency Exchange, Complimentary Toiletries, Full Body Massage, Gift Shop, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Mosquito Net, Pool / Beach Towels, Shops, Special Diet Menus, Safe, 24-Hour Front Desk, Massage, Private Check-in / Check-out, Shared Lounge / TV Area",+254 20 2166338,"Maasai Mara National Reserve, Rift Valley Province",
1825582,hotel,Drunken Elephant Mara,-1.525556,35.346416,5.0,71,14824.0,20457.0,4.451303005218506,http://www.oltomemara.com,N/A,"Free parking, Bar/Lounge, Public Wifi, Laundry Service, Concierge, Breakfast Available, Internet, Kids Activities, Room service, Restaurant, Pets Allowed, Airport transportation, Meeting rooms, Business center, Family Rooms, Smoking rooms available, Babysitting, Private Balcony, Housekeeping, Kids Club, Bath / Shower, BBQ Facilities, Board Games / Puzzles, Breakfast in the Room, Car Hire, Express Check-in / Check-out, Clothes Rack, Darts, Desk, Evening Entertainment, Complimentary Toiletries, Complimentary Welcome Drink, Happy Hour, Hiking, Mosquito Net, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Picnic Area, Private Bathrooms, Private Check-in / Check-out, Seating Area, Shops, Special Diet Menus, Wake Up Service / Alarm Clock, Walking Tours",011254738450106,"Maasai Mara National Reserve, Rift Valley Province",
504786,hotel,Masai Mara Sopa Lodge,-1.592664,35.390083,4.0,1128,40172.0,60332.0,4.133482933044434,https://sopalodges.com/masai-mara-sopa-lodge/the-lodge,N/A,"Pool, Restaurant, Internet, Free Internet, Free parking, Bar/Lounge, Public Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Safe, Breakfast Buffet, Poolside Bar, Private Balcony, Outdoor pool, Currency Exchange, Gift Shop, Mosquito Net, Pool with View, Secured Parking",+254 20 3750235,"Maasai Mara National Reserve, Rift Valley Province",
1390229,hotel,Maji Moto Eco Camp,-1.346667,35.70412,5.0,362,26534.0,26682.0,4.7633256912231445,http://www.majimotocamp.com,N/A,"Kids Activities, Free parking, Restaurant, Bar/Lounge, Hiking, Outdoor Fireplace, Outdoor Furniture, Archery, Bicycle Tours, Bicycles Available, Board Games / Puzzles, Entertainment Staff, Evening Entertainment, Gift Shop, Hot Spring Bath, Open-air Bath, Secured Parking, Shared Bathroom, Special Diet Menus, Walking Tours",+254 (0)716430722,"Maasai Mara National Reserve, Rift Valley Province",
471968,hotel,Muthu Keekorok Lodge,-1.59071,35.23618,4.5,1488,39875.0,71153.0,4.26912260055542,https://sunafricahotels.com/keekorok_lodge,N/A,"Pool, Restaurant, Free parking, Bar/Lounge, Breakfast included, Internet, Suites, Free Internet, Wheelchair access, Airport transportation, Public Wifi, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Multilingual Staff, Minibar, Safe, Breakfast Buffet, Private Balcony, Outdoor pool, Parking, Facilities for Disabled Guests, Housekeeping, Baggage Storage, Gift Shop, Ironing Service, Kids' Meals, Mosquito Net, Pool / Beach Towels, 24-Hour Security, Dry Cleaning, Meeting rooms, Accessible rooms, Conference Facilities, Breakfast Available, Allergy-free Room, Badminton, Bath / Shower, Bathrobes, BBQ Facilities, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Children's Playground, Clothes Rack, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Couples Massage, Currency Exchange, Desk, Doorperson, Electric Kettle, English, Entertainment Staff, Executive Lounge Access, Extra Long Beds, Facial Treatments, Fence Around Pool, Fireplace, First Aid Kit, Foot Bath, Foot Massage, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Instant Cofffee, Complimentary Toiletries, Complimentary Welcome Drink, Free Wifi in the Business Center, Free Wired Internet in the Business Center, 24-Hour Front Desk, Full Body Massage, Hair Dryer, Hand Massage, Happy Hour, Head Massage, Highchairs Available, Hindi, Iron, Kid-Friendly Buffet, Landmark View, Laptop Safe, Light Therapy, Manicure, Massage, Neck Massage, Outdoor Dining Area, Outdoor Furniture, Patio, Pedicure, Pool View, Pool with View, Private Bathrooms, Private Check-in / Check-out, Seating Area, Secured Parking, Shallow End, Snack Bar, Soundproof Rooms, Special Diet Menus, Street Parking, Sun Deck, Sun Umbrellas, Swahili, Taxi Service, Telephone, Tile / Marble Floor, Umbrella, VIP Room Facilities, Wake Up Service / Alarm Clock, Walk-in Shower, Walking Tours, Wardrobe / Closet, Wine / Champagne, Photo Copier / Fax In Business Center",+254 703 048000,"Maasai Mara National Reserve, Rift Valley Province",
654241,hotel,Elewana Elephant Pepper Camp,-1.31015,35.244766,5.0,356,221316.0,316484.0,4.800756931304932,http://www.elewanacollection.com/elephant-pepper-camp-masai-mara/at-a-glance,N/A,"Restaurant, Bar/Lounge, Airport transportation, Breakfast included, Non-smoking rooms, Laundry Service, Multilingual Staff, Safe, English, Kid-Friendly Buffet, Outdoor Fireplace, Wake Up Service / Alarm Clock",+254 730 127000,"Maasai Mara National Reserve, Rift Valley Province",
8454180,hotel,Julia's River Camp,-1.428622,35.170834,4.5,247,40468.0,52772.0,4.646032333374023,http://www.juliasrivercamp.com,N/A,"Free Internet, Breakfast included, Non-smoking rooms, Family Rooms, Bath / Shower, English, Kids Activities, Suites, Free parking, Restaurant, Bar/Lounge, Airport transportation, Laundry Service, Banquet Room, Safe, Breakfast Available, Mosquito Net, Seating Area",+254 722 444808,"Maasai Mara National Reserve, Rift Valley Province",
1533034,hotel,Enchoro Wildlife Camp,-1.617806,35.38842,4.0,305,14379.0,16751.0,3.944862127304077,http://www.enchorowildlifecamp.com,N/A,"Bar/Lounge, Airport transportation, Dry Cleaning, Non-smoking rooms, Concierge, Family Rooms, Multilingual Staff, Self-Serve Laundry, Smoking rooms available, Minibar, Conference Facilities, Babysitting, Safe, Breakfast Buffet, Breakfast Available, Parking, Housekeeping, Kids Stay Free, Allergy-free Room, Baggage Storage, Bath / Shower, BBQ Facilities, Bottled Water, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Children's Playground, Complimentary Tea, Currency Exchange, English, Entertainment Staff, Evening Entertainment, Extra Long Beds, Fireplace, Free Public Parking Nearby, Complimentary Instant Cofffee, Complimentary Toiletries, 24-Hour Front Desk, German, Happy Hour, Hiking, Ironing Service, Japanese, Kid-Friendly Buffet, Mosquito Net, Outdoor Dining Area, Outdoor Fireplace, Outdoor Furniture, Picnic Area, Private Check-in / Check-out, 24-Hour Security, Secured Parking, Shared Kitchen, Shared Bathroom, Special Diet Menus, Taxi Service, Wake Up Service / Alarm Clock, Wine / Champagne",+254 710 322787,"Maasai Mara National Reserve, Rift Valley Province",
2224628,hotel,Mara Eden Safari Camp,-1.409774,35.04678,5.0,457,88942.0,148384.0,4.714786052703857,http://www.maraedensafaricamp.com,N/A,"Internet, Room service, Free Internet, Restaurant, Bar/Lounge, Airport transportation, Wifi, Breakfast included, Laundry Service, Safe, Parking, Outdoor Fireplace, Special Diet Menus, Wake Up Service / Alarm Clock, Free parking, Babysitting, Breakfast Available, Housekeeping, Bathrobes, Breakfast in the Room, Complimentary Tea, Desk, English, First Aid Kit, Complimentary Instant Cofffee, Complimentary Toiletries, Complimentary Welcome Drink, 24-Hour Front Desk, German, Highchairs Available, Horseback Riding, Interconnected room(s) available, Kids' Meals, Kid-Friendly Buffet, Landmark View, Outdoor Furniture, Plunge Pool, Pool / Beach Towels, Private Bathrooms, Seating Area, 24-Hour Security, Secured Parking, Sun Loungers / Beach Chairs, Swahili, Telephone, Umbrella, Walk-in Shower, Walking Tours, Wardrobe / Closet, Wine / Champagne",011254716059138,"Maasai Mara National Reserve, Rift Valley Province",
