id,name,latitude,longitude,rating,numberOfReviews,lowerPrice,upperPrice,rawRanking,website,cuisine,features,phone,locationString,town,category,has_website,province,average_price,combined_features,user_id
23622337,Vyne's Delight,-1.456,36.977,5.0,1,14875.0,148236.0,3.035149335861206,No Website,"Chinese, American, Indian, African",seating,+254 114 256459,"Kitengela, Rift Valley Province",kitengela,restaurant,0,Rift Valley Province,81555.5,"seating Chinese, American, Indian, African kitengela Vyne's Delight restaurant",0
24093645,The Mancave Bar And Grill,-1.456,36.977,5.0,1,14875.0,148236.0,3.0428152084350586,No Website,African,seating,+254 728 620639,"Kitengela, Rift Valley Province",kitengela,restaurant,0,Rift Valley Province,81555.5,seating African kitengela The Mancave Bar And Grill restaurant,0
14139828,Java House,-1.29,36.82,3.5,8,22235.0,222354.0,3.044751167297364,http://www.javahouseafrica.com/,Diner,seating,+254 796 841537,Nairobi,nairobi,restaurant,1,Nairobi,122294.5,seating Diner nairobi Java House restaurant,0
9560764,Pace Gardens,-1.452,36.984,4.5,6,59294.0,103765.0,3.076754093170166,http://www.pacegardenskenya.com,"Diner, African, Barbecue, Vegetarian Friendly","outdoor seating, seating, parking available, serves alcohol, full bar, digital payments, cash only, seating",+254 719 182029,"Athi River, Eastern Province",athi river,restaurant,1,Eastern Province,81529.5,"outdoor seating, seating, parking available, serves alcohol, full bar, digital payments, cash only, seating Diner, African, Barbecue, Vegetarian Friendly athi river Pace Gardens restaurant",0
25346336,Khan's Restaurant And Barbeque,-1.452,36.984,5.0,2,14875.0,148236.0,3.080208301544189,No Website,"Indian, African, Arabic","delivery, takeout, free wifi, seating",+254 714 601143,"Athi River, Eastern Province",athi river,restaurant,0,Eastern Province,81555.5,"delivery, takeout, free wifi, seating Indian, African, Arabic athi river Khan's Restaurant And Barbeque restaurant",0
12092837,Maanzoni Lodge,-1.452,36.984,4.5,6,14875.0,148236.0,3.1009862422943115,No Website,Kenyan,seating,+254 20 2699600,"Athi River, Eastern Province",athi river,restaurant,0,Eastern Province,81555.5,seating Kenyan athi river Maanzoni Lodge restaurant,0
25392504,BILLIONAIRES SWARA PARK,-1.456,36.977,5.0,1,14875.0,148236.0,3.043221235275269,No Website,African,"outdoor seating, private dining, seating, parking available, television, highchairs available, serves alcohol, full bar, seating",+254 714 894528,"Kitengela, Rift Valley Province",kitengela,restaurant,0,Rift Valley Province,81555.5,"outdoor seating, private dining, seating, parking available, television, highchairs available, serves alcohol, full bar, seating African kitengela BILLIONAIRES SWARA PARK restaurant",0
21013051,Su Cakes And Dusty Grill Bistro,-1.456,36.977,4.028215767634855,0,14875.0,148236.0,3.0371222496032715,No Website,African,seating,+254 736 966605,"Kitengela, Rift Valley Province",kitengela,restaurant,0,Rift Valley Province,81555.5,seating African kitengela Su Cakes And Dusty Grill Bistro restaurant,0
14961228,Paul Caffe,-1.29,36.82,4.0,39,14875.0,148236.0,3.2974624633789062,https://www.facebook.com/PAUL-CAFFE-JKIA-1595037830739221/,"Mediterranean, European, African, Cafe","table service, seating, seating",No Phone Number,Nairobi,nairobi,restaurant,1,Nairobi,81555.5,"table service, seating, seating Mediterranean, European, African, Cafe nairobi Paul Caffe restaurant",0
24192080,The Tunnel Night Club,-1.29,36.82,4.0,1,14875.0,148236.0,3.02315092086792,No Website,African,seating,+254 722 980002,Nairobi,nairobi,restaurant,0,Nairobi,81555.5,seating African nairobi The Tunnel Night Club restaurant,0
19478127,Paul caffe jkia,-1.29,36.82,4.0,4,14875.0,148236.0,3.0572729110717773,http://www.paulcaffe.com,British,seating,+254 722 519222,Nairobi,nairobi,restaurant,1,Nairobi,81555.5,seating British nairobi Paul caffe jkia restaurant,0
25578526,Enkare Bar and Restaurant,-1.456,36.977,4.0,1,14875.0,148236.0,3.023930311203003,No Website,African,"outdoor seating, serves alcohol, seating",No Phone Number,"Kitengela, Rift Valley Province",kitengela,restaurant,0,Rift Valley Province,81555.5,"outdoor seating, serves alcohol, seating African kitengela Enkare Bar and Restaurant restaurant",0
21238374,Meat & Grill Kitengela,-1.456,36.977,5.0,9,1334.0,7412.0,3.2158896923065186,http://www.instagram.com/meatandgrill_/,"African, International, Barbecue, Grill, Contemporary","delivery, takeout, reservations, outdoor seating, seating, parking available, street parking, television, wheelchair accessible, serves alcohol, full bar, wine and beer, digital payments, accepts credit cards, table service, dog friendly, family style, non-smoking restaurants, seating",+254 700 201111,"Kitengela, Rift Valley Province",kitengela,restaurant,1,Rift Valley Province,4373.0,"delivery, takeout, reservations, outdoor seating, seating, parking available, street parking, television, wheelchair accessible, serves alcohol, full bar, wine and beer, digital payments, accepts credit cards, table service, dog friendly, family style, non-smoking restaurants, seating African, International, Barbecue, Grill, Contemporary kitengela Meat & Grill Kitengela restaurant",0
23822412,The Last Village Restaurant,-1.452,36.984,1.0,1,14875.0,148236.0,3.082483530044556,https://thelastvillage.co.ke/dining-bars/main-restaurant/,Kenyan,seating,No Phone Number,"Athi River, Eastern Province",athi river,restaurant,1,Eastern Province,81555.5,seating Kenyan athi river The Last Village Restaurant restaurant,0
26526904,Tako house,-1.368,36.948,4.028215767634855,0,14875.0,148236.0,3.082483530044556,No Website,"Mexican, African, Pizza, Cafe, Fast Food","delivery, takeout, reservations, outdoor seating, seating, parking available, street parking, television, wheelchair accessible, accepts mastercard, accepts visa, digital payments, cash only, free wifi, drive thru, non-smoking restaurants, seating",+254 721 700660,"Syokimau, Eastern Province",syokimau,restaurant,0,Eastern Province,81555.5,"delivery, takeout, reservations, outdoor seating, seating, parking available, street parking, television, wheelchair accessible, accepts mastercard, accepts visa, digital payments, cash only, free wifi, drive thru, non-smoking restaurants, seating Mexican, African, Pizza, Cafe, Fast Food syokimau Tako house restaurant",0
25229472,Rixxos,-1.456,36.977,2.0,2,14875.0,148236.0,2.711574077606201,No Website,African,seating,No Phone Number,"Kitengela, Rift Valley Province",kitengela,restaurant,0,Rift Valley Province,81555.5,seating African kitengela Rixxos restaurant,0
25091660,Jamie's Nigerian Restaurant,-1.456,36.977,4.028215767634855,0,14875.0,148236.0,3.082483530044556,No Website,African,"delivery, takeout, private dining, seating, parking available, digital payments, cash only, free wifi, non-smoking restaurants, seating",+254 769 360979,"Kitengela, Rift Valley Province",kitengela,restaurant,0,Rift Valley Province,81555.5,"delivery, takeout, private dining, seating, parking available, digital payments, cash only, free wifi, non-smoking restaurants, seating African kitengela Jamie's Nigerian Restaurant restaurant",0
1016210,Greenview Restaurant,-1.29,36.82,4.0,19,14875.0,148236.0,3.1210310459136963,No Website,"African, Fast Food, Vegetarian Friendly","takeout, buffet, seating",No Phone Number,Nairobi,nairobi,restaurant,0,Nairobi,81555.5,"takeout, buffet, seating African, Fast Food, Vegetarian Friendly nairobi Greenview Restaurant restaurant",0
25083627,Mj Ethiopian Cuisine,-1.368,36.948,5.0,1,14875.0,148236.0,3.0431339740753174,No Website,"African, Ethiopian",seating,+254 714 358792,"Syokimau, Eastern Province",syokimau,restaurant,0,Eastern Province,81555.5,"seating African, Ethiopian syokimau Mj Ethiopian Cuisine restaurant",0
4897185,Choma Zone,-1.29,36.82,3.5,13,14875.0,148236.0,3.035269498825073,No Website,"African, Bar, Barbecue, Pub","seating, table service, seating",No Phone Number,Nairobi,nairobi,restaurant,0,Nairobi,81555.5,"seating, table service, seating African, Bar, Barbecue, Pub nairobi Choma Zone restaurant",0
25184060,Cjs - Imaara,-1.29,36.82,5.0,602,14875.0,148236.0,4.3705644607543945,https://cjs.co.ke/,"Mexican, American, African, International, European",seating,+254 714 000090,Nairobi,nairobi,restaurant,1,Nairobi,81555.5,"seating Mexican, American, African, International, European nairobi Cjs - Imaara restaurant",0
17725875,Aroma,-1.29,36.82,5.0,4,14875.0,148236.0,3.1065359115600586,http://www.ihg.com/crowneplaza/hotels/us/en/nairobi/nboir/hoteldetail,Kenyan,seating,+254 709 222444,Nairobi,nairobi,restaurant,1,Nairobi,81555.5,seating Kenyan nairobi Aroma restaurant,0
23288285,Mugg & Bean,-1.29,36.82,4.028215767634855,0,14875.0,148236.0,3.082483530044556,No Website,Kenyan,seating,+254 735-329758,Nairobi,nairobi,restaurant,0,Nairobi,81555.5,seating Kenyan nairobi Mugg & Bean restaurant,0
3339972,Java House Jomo Kenyatta Airport,-1.29,36.82,3.5,276,14875.0,148236.0,3.27033805847168,http://www.nairobijavahouse.com/java-location/our-restaurants,"American, Bar, Cafe, Vegetarian Friendly","takeout, seating, wheelchair accessible, serves alcohol, free wifi, table service, seating",+254 721 371917,Nairobi,nairobi,restaurant,1,Nairobi,81555.5,"takeout, seating, wheelchair accessible, serves alcohol, free wifi, table service, seating American, Bar, Cafe, Vegetarian Friendly nairobi Java House Jomo Kenyatta Airport restaurant",0
18719112,Rosewall Oasis Swimming Pool,-1.456,36.977,4.5,2,29647.0,148236.0,3.041609048843384,http://rosewalloasisswimmingpool.com/,"Indian, African",seating,+254 770 866603,"Kitengela, Rift Valley Province",kitengela,restaurant,1,Rift Valley Province,88941.5,"seating Indian, African kitengela Rosewall Oasis Swimming Pool restaurant",0
23651054,Famous Gate,-0.781,35.341,4.0,1,14875.0,148236.0,3.025161028,http://famousgate.co.ke,"African, Barbecue, Pub, Beer restaurants",seating,No Phone Number,"Bomet, Rift Valley Province",bomet,restaurant,1,Rift Valley Province,81555.5,"seating African, Barbecue, Pub, Beer restaurants bomet Famous Gate restaurant",0
26399043,Famous Gates Hotel,-0.781,35.341,4.028215767634855,0,14875.0,148236.0,3.082483530044556,No Website,Kenyan,seating,+254 729 984464,"Bomet, Rift Valley Province",bomet,restaurant,0,Rift Valley Province,81555.5,seating Kenyan bomet Famous Gates Hotel restaurant,0
10388494,The Fair Hills,-0.781,35.341,4.0,8,14875.0,148236.0,3.037363052,http://thefairhillshotel.co.ke/,Kenyan,"delivery, takeout, reservations, outdoor seating, buffet, private dining, seating, parking available, street parking, free off-street parking, television, highchairs available, serves alcohol, full bar, wine and beer, digital payments, free wifi, accepts credit cards, table service, drive thru, playgrounds, dog friendly, family style, seating",+254 790 060712,"Bomet, Rift Valley Province",bomet,restaurant,1,Rift Valley Province,81555.5,"delivery, takeout, reservations, outdoor seating, buffet, private dining, seating, parking available, street parking, free off-street parking, television, highchairs available, serves alcohol, full bar, wine and beer, digital payments, free wifi, accepts credit cards, table service, drive thru, playgrounds, dog friendly, family style, seating Kenyan bomet The Fair Hills restaurant",0
3604436,Mamma Mias Restaurant,0.52,35.27,3.5,51,14875.0,148236.0,3.082483530044556,No Website,"Indian, International, Vegetarian Friendly, Vegan Options","delivery, takeout, reservations, seating, serves alcohol, outdoor seating, table service, seating",+254 731 363737,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,"delivery, takeout, reservations, seating, serves alcohol, outdoor seating, table service, seating Indian, International, Vegetarian Friendly, Vegan Options eldoret Mamma Mias Restaurant restaurant",0
12981993,Java House,0.52,35.27,4.0,17,14875.0,148236.0,3.082483530044556,https://www.javahouseafrica.com/find-a-store/,Cafe,"seating, wheelchair accessible, table service, seating",+254 792 322378,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,"seating, wheelchair accessible, table service, seating Cafe eldoret Java House restaurant",0
3675400,The Well Irish Pub & Restaurant,0.52,35.27,4.0,65,296.0,889.0,3.082483530044556,http://www.thewell.co.ke/,"Irish, Bar, Pub, Vegetarian Friendly","full bar, takeout, seating, television, serves alcohol, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, table service, reservations, seating",+254 756 207207,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,592.5,"full bar, takeout, seating, television, serves alcohol, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, table service, reservations, seating Irish, Bar, Pub, Vegetarian Friendly eldoret The Well Irish Pub & Restaurant restaurant",0
8737142,Siam Restaurant,0.52,35.27,4.0,20,14875.0,148236.0,3.082483530044556,No Website,"Chinese, Asian","takeout, reservations, delivery, seating, seating",+254 723 647529,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,"takeout, reservations, delivery, seating, seating Chinese, Asian eldoret Siam Restaurant restaurant",0
23769377,The Farmgrill,0.52,35.27,4.5,4,14875.0,148236.0,3.082483530044556,https://farmgrill.business.site/?utm_source=gmb&utm_medium=referral,"African, Barbecue, Diner",seating,+254 796 548252,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,"seating African, Barbecue, Diner eldoret The Farmgrill restaurant",0
3854188,Sunjeel Food Palace,0.52,35.27,4.5,91,14875.0,148236.0,3.082483530044556,No Website,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options","takeout, reservations, seating, serves alcohol, full bar, seating",+254 720 554747,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,"takeout, reservations, seating, serves alcohol, full bar, seating Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options eldoret Sunjeel Food Palace restaurant",0
2416916,Kerio View,0.52,35.27,4.0,43,593.0,2965.0,3.082483530044556,http://www.kerioview.com,"Bar, European, Pub, Vegetarian Friendly, Vegan Options","buffet, seating, parking available, free off-street parking, full bar, accepts mastercard, accepts visa, digital payments, free wifi, takeout, reservations, outdoor seating, highchairs available, wheelchair accessible, serves alcohol, accepts credit cards, table service, seating",+254 722 781916,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,1779.0,"buffet, seating, parking available, free off-street parking, full bar, accepts mastercard, accepts visa, digital payments, free wifi, takeout, reservations, outdoor seating, highchairs available, wheelchair accessible, serves alcohol, accepts credit cards, table service, seating Bar, European, Pub, Vegetarian Friendly, Vegan Options eldoret Kerio View restaurant",0
10359516,64 Resort And Sporting Club,0.52,35.27,3.5,22,29647.0,177883.0,3.082483530044556,http://64resort.com/,"African, Bar, Contemporary, Indian, Pub, Vegetarian Friendly","seating, highchairs available, wheelchair accessible, seating",+254 733 740000,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,103765.0,"seating, highchairs available, wheelchair accessible, seating African, Bar, Contemporary, Indian, Pub, Vegetarian Friendly eldoret 64 Resort And Sporting Club restaurant",0
6918439,Bakers Point,0.52,35.27,4.0,28,14875.0,148236.0,3.082483530044556,http://www.bakerspointkenya.com,"Pizza, Fast Food, Vegetarian Friendly, Vegan Options","takeout, delivery, wheelchair accessible, seating",+254 723 577000,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,"takeout, delivery, wheelchair accessible, seating Pizza, Fast Food, Vegetarian Friendly, Vegan Options eldoret Bakers Point restaurant",0
7759348,Cleopatra's coldfire,0.52,35.27,4.0,9,296.0,741.0,3.082483530044556,No Website,"Cafe, Greek",seating,+254 719 434480,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,518.5,"seating Cafe, Greek eldoret Cleopatra's coldfire restaurant",0
12226917,Sains,0.52,35.27,4.5,7,14875.0,148236.0,3.082483530044556,No Website,Indian,"reservations, seating",+254 722 699910,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,"reservations, seating Indian eldoret Sains restaurant",0
15870613,Bakers Point,0.52,35.27,4.5,6,14875.0,148236.0,3.082483530044556,https://www.bakerspointkenya.com/zion-mall/,Cafe,seating,+254 723 577000,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,seating Cafe eldoret Bakers Point restaurant,0
21281651,Wings 23 Restaurant & Pub,0.52,35.27,4.0,4,29647.0,444560.0,3.082483530044556,http://wings23restaurant.com,"Steakhouse, Indian, African, Greek, Wine Bar, Cafe, Beer restaurants","takeout, reservations, outdoor seating, private dining, seating, parking available, television, highchairs available, wheelchair accessible, serves alcohol, full bar, wine and beer, digital payments, free wifi, accepts credit cards, table service, live music, drive thru, family style, sports bars, seating",+254 742 222327,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,237103.5,"takeout, reservations, outdoor seating, private dining, seating, parking available, television, highchairs available, wheelchair accessible, serves alcohol, full bar, wine and beer, digital payments, free wifi, accepts credit cards, table service, live music, drive thru, family style, sports bars, seating Steakhouse, Indian, African, Greek, Wine Bar, Cafe, Beer restaurants eldoret Wings 23 Restaurant & Pub restaurant",0
23221543,Island Bakers Eldoret,0.52,35.27,5.0,2,14875.0,148236.0,3.082483530044556,http://www.islandbakers.co.ke,Kenyan,"delivery, takeout, parking available, street parking, wheelchair accessible, accepts american express, accepts visa, cash only, free wifi, accepts credit cards, drive thru, non-smoking restaurants, seating",+254 723 027440,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,"delivery, takeout, parking available, street parking, wheelchair accessible, accepts american express, accepts visa, cash only, free wifi, accepts credit cards, drive thru, non-smoking restaurants, seating Kenyan eldoret Island Bakers Eldoret restaurant",0
12839706,Pandits Vegetarian Restaurant,0.52,35.27,5.0,2,14875.0,148236.0,3.082483530044556,No Website,Indian,seating,+254 729 039099,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,seating Indian eldoret Pandits Vegetarian Restaurant restaurant,0
8647988,WANNAH RESTAURANT,0.52,35.27,4.0,3,14824.0,177883.0,3.082483530044556,http://www.wannahrestaurants.co.ke,"African, International, Asian",seating,+254 703 867579,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,96353.5,"seating African, International, Asian eldoret WANNAH RESTAURANT restaurant",0
12882851,Pizza Bistro,0.52,35.27,3.5,5,14875.0,148236.0,3.082483530044556,https://www.facebook.com/Pizza-Bistro-506480526063504/,"Italian, Pizza, Cafe, Fast Food",seating,+254 721 261717,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,"seating Italian, Pizza, Cafe, Fast Food eldoret Pizza Bistro restaurant",0
17513510,Spark Bite,0.52,35.27,5.0,2,14875.0,148236.0,3.082483530044556,https://www.facebook.com/sparkbiteeldoret/,Indian,seating,+254 721 461786,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,seating Indian eldoret Spark Bite restaurant,0
23025326,Tamasha Eldoret,0.52,35.27,5.0,1,88942.0,1778832.0,3.082483530044556,No Website,"African, Barbecue, Contemporary, Dining bars, Beer restaurants",seating,+254 711 831769,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,933887.0,"seating African, Barbecue, Contemporary, Dining bars, Beer restaurants eldoret Tamasha Eldoret restaurant",0
13984225,"Zaika Lounge,Rupa's Mall,2nd floor ,Eldoret",0.52,35.27,3.5,15,17788.0,741180.0,3.082483530044556,https://www.facebook.com/Zaika-Lounge-113115529401847/,"Chinese, Indian, African","seating, reservations, wheelchair accessible, table service, seating",+254 752 111110,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,379484.0,"seating, reservations, wheelchair accessible, table service, seating Chinese, Indian, African eldoret Zaika Lounge,Rupa's Mall,2nd floor ,Eldoret restaurant",0
26325298,Caesars waterfront Sergoit Moiben,0.52,35.27,5.0,1,14875.0,148236.0,3.082483530044556,No Website,African,"takeout, outdoor seating, parking available, wheelchair accessible, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, accepts credit cards, byob, sports bars, gift cards available, seating",+254 748 639537,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,"takeout, outdoor seating, parking available, wheelchair accessible, serves alcohol, wine and beer, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, accepts credit cards, byob, sports bars, gift cards available, seating African eldoret Caesars waterfront Sergoit Moiben restaurant",0
19605152,KQ Grill And BISTRO,0.52,35.27,1.0,1,14875.0,148236.0,3.082483530044556,No Website,Kenyan,seating,+254 708 708699,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,seating Kenyan eldoret KQ Grill And BISTRO restaurant,0
13988044,Zaika,0.52,35.27,3.5,4,17788.0,741180.0,3.082483530044556,https://www.facebook.com/Zaika-Lounge-113115529401847/,"Chinese, Indian, African",seating,+254 727 246197,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,379484.0,"seating Chinese, Indian, African eldoret Zaika restaurant",0
23278380,The Swahili Joint Eldoret,0.52,35.27,4.0,1,14875.0,148236.0,3.082483530044556,https://www.facebook.com/The-Swahili-Joint-Eldoret-174162837563494/,"African, Cafe, Fast Food, International, Diner, Healthy",seating,+254 796 800465,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,"seating African, Cafe, Fast Food, International, Diner, Healthy eldoret The Swahili Joint Eldoret restaurant",0
6721262,Eldoria Restaurant,0.52,35.27,3.5,9,14875.0,148236.0,3.082483530044556,http://www.eldoria.co.ke,Kenyan,seating,+254 727 867412,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,seating Kenyan eldoret Eldoria Restaurant restaurant,0
4261955,Starbucks Restaurant and Hotel,0.52,35.27,3.0,18,14875.0,148236.0,3.082483530044556,No Website,International,"reservations, seating, wheelchair accessible, seating",+254 726 925162,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,"reservations, seating, wheelchair accessible, seating International eldoret Starbucks Restaurant and Hotel restaurant",0
13481660,Zaika Lounge,0.52,35.27,4.0,5,17788.0,741180.0,3.082483530044556,https://www.facebook.com/Zaika-Lounge-113115529401847/,"Chinese, Indian, African","table service, seating",+254 727 246197,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,379484.0,"table service, seating Chinese, Indian, African eldoret Zaika Lounge restaurant",0
17804595,OHI Catering Center,0.52,35.27,4.028215767634855,0,7412.0,148236.0,3.082483530044556,https://www.facebook.com/ohicatering/,"African, Barbecue, Contemporary, Diner",seating,+254 717 580036,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,77824.0,"seating African, Barbecue, Contemporary, Diner eldoret OHI Catering Center restaurant",0
25528329,Veg curries,0.52,35.27,4.028215767634855,0,14875.0,148236.0,3.082483530044556,No Website,"Italian, Indian, African, Middle Eastern, Afghan, Central-Italian","delivery, takeout, outdoor seating, seating, parking available, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, accepts discover, accepts credit cards, drive thru, sports bars, seating",+254 729 901878,"Eldoret, Rift Valley Province",eldoret,restaurant,0,Rift Valley Province,81555.5,"delivery, takeout, outdoor seating, seating, parking available, wheelchair accessible, serves alcohol, full bar, wine and beer, accepts american express, accepts mastercard, accepts visa, digital payments, free wifi, accepts discover, accepts credit cards, drive thru, sports bars, seating Italian, Indian, African, Middle Eastern, Afghan, Central-Italian eldoret Veg curries restaurant",0
19605157,Blue Lounge,0.52,35.27,4.028215767634855,0,14875.0,148236.0,3.082483530044556,https://www.facebook.com/blueloungeeldoret/,Kenyan,seating,+254 720 331686,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,seating Kenyan eldoret Blue Lounge restaurant,0
26364290,Buy N Bake Cakes,0.52,35.27,4.028215767634855,0,14875.0,148236.0,3.082483530044556,https://www.facebook.com/buynbakeld/,"British, Contemporary, Diner","delivery, reservations, outdoor seating, parking available, street parking, television, accepts visa, cash only, accepts credit cards, seating",+254 721 860371,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,"delivery, reservations, outdoor seating, parking available, street parking, television, accepts visa, cash only, accepts credit cards, seating British, Contemporary, Diner eldoret Buy N Bake Cakes restaurant",0
23462371,Hatens Kitchen,0.52,35.27,4.028215767634855,0,14875.0,148236.0,3.082483530044556,https://www.facebook.com/hatens.kitchen/?ref=page_internal,Kenyan,seating,+254 704 047368,"Eldoret, Rift Valley Province",eldoret,restaurant,1,Rift Valley Province,81555.5,seating Kenyan eldoret Hatens Kitchen restaurant,0
